date,tier,prize_eur,winners_total,winners_pt,rollover
2016-06-07,3+2,56.32,2321,378,0
2016-06-07,2+2,17.18,34991,5207,0
2016-06-07,3+1,15.79,36408,5101,0
2016-06-07,3+0,14.18,68217,8399,0
2016-06-07,1+2,8.46,200771,30108,0
2016-06-07,2+1,8.20,561022,78228,0
2016-06-07,2+0,4.61,1018814,127626,0
2016-06-10,5+2,85076371.00,1,0,0
2016-06-10,5+1,601952.33,3,1,0
2016-06-10,5+0,85993.19,7,1,0
2016-06-10,4+2,1980.10,152,24,0
2016-06-10,4+1,127.53,2065,212,0
2016-06-10,4+0,91.00,2894,351,0
2016-06-10,3+2,52.15,3607,404,0
2016-06-10,2+2,18.04,47941,5332,0
2016-06-10,3+1,13.59,60870,7092,0
2016-06-10,3+0,13.10,106247,11950,0
2016-06-10,1+2,9.26,263910,28018,0
2016-06-10,2+1,8.05,822435,92863,0
2016-06-10,2+0,4.57,1480448,166495,0
2016-06-14,5+2,15000000.00,0,0,1
2016-06-14,5+1,929476.89,1,0,0
2016-06-14,5+0,61965.12,5,0,0
2016-06-14,4+2,5341.82,29,6,0
2016-06-14,4+1,256.23,529,60,0
2016-06-14,4+0,125.74,1078,161,0
2016-06-14,3+2,72.90,1328,219,0
2016-06-14,2+2,22.97,19382,3093,0
2016-06-14,3+1,16.16,26356,4015,0
2016-06-14,3+0,13.06,54820,8135,0
2016-06-14,1+2,12.67,99310,14457,0
2016-06-14,2+1,8.98,379126,57550,0
2016-06-14,2+0,4.34,802799,119457,0
2016-06-17,5+2,23930261.10,0,0,1
2016-06-17,5+1,446513.05,3,0,0
2016-06-17,5+0,40592.09,11,2,0
2016-06-17,4+2,2937.58,76,6,0
2016-06-17,4+1,154.91,1261,134,0
2016-06-17,4+0,72.97,2677,339,0
2016-06-17,3+2,45.94,3037,393,0
2016-06-17,2+2,15.57,41215,5516,0
2016-06-17,3+1,12.30,49895,6273,0
2016-06-17,3+0,9.87,104564,14248,0
2016-06-17,1+2,8.89,203885,27832,0
2016-06-17,2+1,7.48,656067,87270,0
2016-06-17,2+0,3.68,1362394,186724,0
2016-06-21,5+2,30372880.60,0,0,1
2016-06-21,5+1,483196.46,2,0,0
2016-06-21,5+0,35792.33,9,1,0
2016-06-21,4+2,3287.05,49,3,0
2016-06-21,4+1,183.74,767,95,0
2016-06-21,4+0,100.88,1397,151,0
2016-06-21,3+2,60.78,1656,235,0
2016-06-21,2+2,18.69,24775,3806,0
2016-06-21,3+1,14.10,31392,4560,0
2016-06-21,3+0,12.79,58204,7389,0
2016-06-21,1+2,10.09,129583,18706,0
2016-06-21,2+1,7.75,456867,66937,0
2016-06-21,2+0,4.35,832650,109856,0
2016-06-24,5+2,39675953.00,1,0,0
2016-06-24,5+1,348865.21,4,0,0
2016-06-24,5+0,51683.73,9,1,0
2016-06-24,4+2,4080.29,57,9,0
2016-06-24,4+1,161.63,1259,178,0
2016-06-24,4+0,72.73,2798,392,0
2016-06-24,3+2,58.63,2479,264,0
2016-06-24,2+2,19.65,34015,4366,0
2016-06-24,3+1,12.36,51738,7071,0
2016-06-24,3+0,9.55,112550,15953,0
2016-06-24,1+2,11.35,166438,19787,0
2016-06-24,2+1,7.56,676508,93170,0
2016-06-24,2+0,3.57,1465740,202516,0
2016-06-28,5+2,15000000.00,0,0,1
2016-06-28,5+1,110915.94,8,3,0
2016-06-28,5+0,73943.96,4,2,0
2016-06-28,4+2,6722.17,22,1,0
2016-06-28,4+1,197.86,654,84,0
2016-06-28,4+0,108.28,1195,130,0
2016-06-28,3+2,76.64,1206,115,0
2016-06-28,2+2,23.81,17853,2072,0
2016-06-28,3+1,16.65,24421,2823,0
2016-06-28,3+0,14.48,47233,5414,0
2016-06-28,1+2,11.66,102983,12825,0
2016-06-28,2+1,8.91,365099,46643,0
2016-06-28,2+0,4.91,677669,81960,0
2016-07-01,5+2,23845060.00,1,0,0
2016-07-01,5+1,442252.99,3,0,0
2016-07-01,5+0,55281.62,8,2,0
2016-07-01,4+2,4512.78,49,7,0
2016-07-01,4+1,246.47,785,118,0
2016-07-01,4+0,99.22,1950,380,0
2016-07-01,3+2,81.05,1705,252,0
2016-07-01,2+2,24.54,25899,3320,0
2016-07-01,3+1,16.27,37370,5713,0
2016-07-01,3+0,11.68,87491,14450,0
2016-07-01,1+2,13.74,130711,14994,0
2016-07-01,2+1,8.76,555254,78785,0
2016-07-01,2+0,3.78,1315084,199224,0
2016-07-05,5+2,15000000.00,0,0,1
2016-07-05,5+1,446081.04,2,0,0
2016-07-05,5+0,74346.84,4,1,0
2016-07-05,4+2,4018.74,37,7,0
2016-07-05,4+1,230.27,565,83,0
2016-07-05,4+0,115.75,1124,156,0
2016-07-05,3+2,78.62,1182,154,0
2016-07-05,2+2,22.77,18771,2421,0
2016-07-05,3+1,15.79,25884,3455,0
2016-07-05,3+0,13.34,51524,7459,0
2016-07-05,1+2,11.50,104997,13531,0
2016-07-05,2+1,8.29,394597,54867,0
2016-07-05,2+0,4.34,770402,109891,0
2016-07-08,5+2,23725445.40,0,0,1
2016-07-08,5+1,186973.83,7,0,0
2016-07-08,5+0,48474.69,9,1,0
2016-07-08,4+2,2726.70,80,4,0
2016-07-08,4+1,144.48,1321,163,0
2016-07-08,4+0,84.75,2252,265,0
2016-07-08,3+2,36.91,3693,483,0
2016-07-08,2+2,13.70,45744,6219,0
2016-07-08,3+1,12.00,49957,6384,0
2016-07-08,3+0,10.86,92889,11761,0
2016-07-08,1+2,8.56,206879,29294,0
2016-07-08,2+1,7.23,663655,89065,0
2016-07-08,2+0,3.89,1260603,165901,0
2016-07-12,5+2,30023216.30,0,0,1
2016-07-12,5+1,314888.54,3,1,0
2016-07-12,5+0,39361.06,8,1,0
2016-07-12,4+2,3748.67,42,6,0
2016-07-12,4+1,218.67,630,60,0
2016-07-12,4+0,94.35,1460,183,0
2016-07-12,3+2,66.89,1471,171,0
2016-07-12,2+2,22.21,20377,2295,0
2016-07-12,3+1,14.84,29171,3883,0
2016-07-12,3+0,10.62,68552,9888,0
2016-07-12,1+2,11.98,106761,12416,0
2016-07-12,2+1,8.31,416470,58433,0
2016-07-12,2+0,3.70,956974,139171,0
2016-07-15,5+2,38892369.60,0,0,1
2016-07-15,5+1,133037.29,10,0,0
2016-07-15,5+0,24636.53,18,1,0
2016-07-15,4+2,2671.43,83,5,0
2016-07-15,4+1,141.40,1372,235,0
2016-07-15,4+0,68.67,2825,467,0
2016-07-15,3+2,50.33,2753,405,0
2016-07-15,2+2,17.53,36350,5117,0
2016-07-15,3+1,10.96,55624,8829,0
2016-07-15,3+0,8.92,114885,17486,0
2016-07-15,1+2,10.48,171840,22962,0
2016-07-15,2+1,6.95,701192,104890,0
2016-07-15,2+0,3.42,1458141,214471,0
2016-07-19,5+2,45336959.60,0,0,1
2016-07-19,5+1,966688.51,1,0,0
2016-07-19,5+0,161114.75,2,0,0
2016-07-19,4+2,4354.45,37,6,0
2016-07-19,4+1,225.92,624,74,0
2016-07-19,4+0,119.97,1175,174,0
2016-07-19,3+2,54.02,1864,258,0
2016-07-19,2+2,16.78,27600,3895,0
2016-07-19,3+1,14.39,30782,3980,0
2016-07-19,3+0,12.74,58469,7363,0
2016-07-19,1+2,8.97,145933,20835,0
2016-07-19,2+1,7.92,447065,61077,0
2016-07-19,2+0,4.30,842113,111918,0
2016-07-22,5+2,54603405.10,0,0,1
2016-07-22,5+1,198566.68,7,0,0
2016-07-22,5+0,38610.18,12,1,0
2016-07-22,4+2,3309.44,70,7,0
2016-07-22,4+1,187.68,1080,156,0
2016-07-22,4+0,109.86,1845,220,0
2016-07-22,3+2,48.76,2969,462,0
2016-07-22,2+2,15.33,43443,6902,0
2016-07-22,3+1,14.00,45488,6233,0
2016-07-22,3+0,13.03,82217,10487,0
2016-07-22,1+2,8.03,234234,40156,0
2016-07-22,2+1,7.54,675188,98800,0
2016-07-22,2+0,4.29,1214847,163433,0
2016-07-26,5+2,61762145.60,0,0,1
2016-07-26,5+1,536905.53,2,0,0
2016-07-26,5+0,119312.34,3,1,0
2016-07-26,4+2,4474.21,40,5,0
2016-07-26,4+1,214.22,731,92,0
2016-07-26,4+0,97.44,1607,215,0
2016-07-26,3+2,72.82,1536,186,0
2016-07-26,2+2,23.05,22316,2876,0
2016-07-26,3+1,15.37,32020,4641,0
2016-07-26,3+0,11.11,74485,11133,0
2016-07-26,1+2,12.48,116448,15262,0
2016-07-26,2+1,8.25,476923,68862,0
2016-07-26,2+0,3.73,1077540,159188,0
2016-07-29,5+2,72413419.00,1,0,0
2016-07-29,5+1,798845.44,2,1,0
2016-07-29,5+0,53256.36,10,2,0
2016-07-29,4+2,4365.27,61,16,0
2016-07-29,4+1,214.54,1086,185,0
2016-07-29,4+0,94.71,2460,556,0
2016-07-29,3+2,66.78,2492,404,0
2016-07-29,2+2,21.00,36448,5659,0
2016-07-29,3+1,15.94,45921,7742,0
2016-07-29,3+0,12.72,96787,17574,0
2016-07-29,1+2,10.67,202705,29233,0
2016-07-29,2+1,8.52,687264,105619,0
2016-07-29,2+0,4.25,1408157,232128,0
2016-08-02,5+2,15000000.00,0,0,1
2016-08-02,5+1,296716.89,3,1,0
2016-08-02,5+0,59343.37,5,0,0
2016-08-02,4+2,4636.20,32,7,0
2016-08-02,4+1,184.13,705,121,0
2016-08-02,4+0,105.62,1229,207,0
2016-08-02,3+2,48.49,1912,345,0
2016-08-02,2+2,16.47,25896,4387,0
2016-08-02,3+1,14.10,28925,4672,0
2016-08-02,3+0,12.88,53240,8552,0
2016-08-02,1+2,8.80,136918,22696,0
2016-08-02,2+1,7.98,408629,62620,0
2016-08-02,2+0,4.28,778310,120861,0
2016-08-05,5+2,23739150.40,0,0,1
2016-08-05,5+1,436957.52,3,0,0
2016-08-05,5+0,48550.83,9,3,0
2016-08-05,4+2,3703.02,59,9,0
2016-08-05,4+1,220.49,867,132,0
2016-08-05,4+0,121.68,1571,206,0
2016-08-05,3+2,48.76,2800,380,0
2016-08-05,2+2,15.60,40241,5127,0
2016-08-05,3+1,14.74,40745,5617,0
2016-08-05,3+0,13.48,74921,10655,0
2016-08-05,1+2,7.99,221908,29635,0
2016-08-05,2+1,7.88,609472,84263,0
2016-08-05,2+0,4.44,1106375,155322,0
2016-08-09,5+2,30094448.00,0,0,1
2016-08-09,5+1,190658.92,5,0,0
2016-08-09,5+0,63552.97,5,0,0
2016-08-09,4+2,5674.37,28,1,0
2016-08-09,4+1,243.89,570,76,0
2016-08-09,4+0,125.92,1104,115,0
2016-08-09,3+2,71.38,1391,173,0
2016-08-09,2+2,21.24,21497,3133,0
2016-08-09,3+1,16.05,27212,3507,0
2016-08-09,3+0,13.29,55256,6711,0
2016-08-09,1+2,10.78,119674,18433,0
2016-08-09,2+1,8.38,416632,57421,0
2016-08-09,2+0,4.26,837701,107488,0
2016-08-12,5+2,39134895.30,0,0,1
2016-08-12,5+1,452022.36,3,0,0
2016-08-12,5+0,37668.53,12,0,0
2016-08-12,4+2,4264.36,53,10,0
2016-08-12,4+1,213.10,928,127,0
2016-08-12,4+0,105.86,1868,252,0
2016-08-12,3+2,68.07,2075,336,0
2016-08-12,2+2,23.14,28070,3912,0
2016-08-12,3+1,15.95,38950,6081,0
2016-08-12,3+0,13.10,79765,12083,0
2016-08-12,1+2,12.75,143935,19378,0
2016-08-12,2+1,8.73,568992,86777,0
2016-08-12,2+0,4.27,1188221,178978,0
2016-08-16,5+2,45434118.70,0,0,1
2016-08-16,5+1,472441.75,2,1,0
2016-08-16,5+0,78740.29,4,0,0
2016-08-16,4+2,5624.30,28,7,0
2016-08-16,4+1,278.93,494,75,0
2016-08-16,4+0,130.61,1055,170,0
2016-08-16,3+2,64.03,1537,257,0
2016-08-16,2+2,19.47,23246,3406,0
2016-08-16,3+1,17.77,24369,3518,0
2016-08-16,3+0,15.22,47846,7131,0
2016-08-16,1+2,9.50,134632,19921,0
2016-08-16,2+1,9.21,375941,54496,0
2016-08-16,2+0,4.78,740356,106681,0
2016-08-19,5+2,54894441.00,1,0,0
2016-08-19,5+1,157672.03,9,0,0
2016-08-19,5+0,78836.01,6,1,0
2016-08-19,4+2,3071.53,77,11,0
2016-08-19,4+1,191.08,1083,198,0
2016-08-19,4+0,112.28,1843,257,0
2016-08-19,3+2,35.49,4164,725,0
2016-08-19,2+2,11.29,60222,10203,0
2016-08-19,3+1,12.04,54007,8597,0
2016-08-19,3+0,12.36,88430,12975,0
2016-08-19,1+2,6.67,287782,48575,0
2016-08-19,2+1,6.74,771820,122284,0
2016-08-19,2+0,4.17,1275113,185697,0
2016-08-23,5+2,15000000.00,0,0,1
2016-08-23,5+1,293780.62,3,0,0
2016-08-23,5+0,48963.43,6,0,0
2016-08-23,4+2,5246.08,28,4,0
2016-08-23,4+1,247.64,519,57,0
2016-08-23,4+0,122.05,1053,137,0
2016-08-23,3+2,60.47,1518,215,0
2016-08-23,2+2,17.76,23770,3636,0
2016-08-23,3+1,16.67,24230,3364,0
2016-08-23,3+0,13.80,49208,6644,0
2016-08-23,1+2,9.31,128143,19410,0
2016-08-23,2+1,8.77,368072,52487,0
2016-08-23,2+0,4.40,750100,106729,0
2016-08-26,5+2,23748324.80,0,0,1
2016-08-26,5+1,218708.12,6,1,0
2016-08-26,5+0,48601.80,9,1,0
2016-08-26,4+2,4463.43,49,2,0
2016-08-26,4+1,198.92,962,116,0
2016-08-26,4+0,111.45,1717,233,0
2016-08-26,3+2,71.26,1918,244,0
2016-08-26,2+2,20.99,29949,3857,0
2016-08-26,3+1,13.75,43710,6131,0
2016-08-26,3+0,12.69,79654,11523,0
2016-08-26,1+2,11.21,158445,21095,0
2016-08-26,2+1,7.44,646104,90886,0
2016-08-26,2+0,4.24,1158861,164131,0
2016-08-30,5+2,30018585.90,0,0,1
2016-08-30,5+1,156756.52,6,0,0
2016-08-30,5+0,62702.61,5,0,0
2016-08-30,4+2,4019.39,39,4,0
2016-08-30,4+1,187.89,730,99,0
2016-08-30,4+0,101.52,1351,174,0
2016-08-30,3+2,57.42,1706,225,0
2016-08-30,2+2,18.22,24722,3898,0
2016-08-30,3+1,14.42,29884,4170,0
2016-08-30,3+0,12.54,57774,7833,0
2016-08-30,1+2,9.95,127940,20605,0
2016-08-30,2+1,7.97,432657,64718,0
2016-08-30,2+0,4.18,842183,122391,0
2016-09-02,5+2,7840860.00,5,1,0
2016-09-02,5+1,153095.16,9,1,0
2016-09-02,5+0,21870.73,21,5,0
2016-09-02,4+2,3703.91,62,11,0
2016-09-02,4+1,151.19,1329,252,0
2016-09-02,4+0,61.76,3253,579,0
2016-09-02,3+2,74.05,1938,307,0
2016-09-02,2+2,24.42,27036,3666,0
2016-09-02,3+1,16.08,39257,6688,0
2016-09-02,3+0,12.62,84130,14306,0
2016-09-02,1+2,12.80,145769,18317,0
2016-09-02,2+1,9.03,559203,83639,0
2016-09-02,2+0,4.29,1202683,181588,0
2016-09-06,5+2,15000000.00,0,0,1
2016-09-06,5+1,0.00,0,0,0
2016-09-06,5+0,397404.92,3,0,0
2016-09-06,4+2,8279.26,18,3,0
2016-09-06,4+1,218.42,597,74,0
2016-09-06,4+0,112.02,1164,148,0
2016-09-06,3+2,72.20,1290,176,0
2016-09-06,2+2,23.28,18403,2190,0
2016-09-06,3+1,14.94,27416,3546,0
2016-09-06,3+0,12.24,56294,7813,0
2016-09-06,1+2,12.38,97750,11742,0
2016-09-06,2+1,8.34,393013,51290,0
2016-09-06,2+0,4.16,805392,112345,0
2016-09-09,5+2,23906431.00,0,0,1
2016-09-09,5+1,267192.93,5,0,0
2016-09-09,5+0,20241.88,22,1,0
2016-09-09,4+2,2589.07,86,7,0
2016-09-09,4+1,121.69,1601,264,0
2016-09-09,4+0,62.42,3121,483,0
2016-09-09,3+2,41.64,3342,468,0
2016-09-09,2+2,15.20,42091,5752,0
2016-09-09,3+1,10.32,59311,8990,0
2016-09-09,3+0,8.87,116032,17696,0
2016-09-09,1+2,9.90,182659,25389,0
2016-09-09,2+1,6.74,726434,105931,0
2016-09-09,2+0,3.54,1414011,204453,0
2016-09-13,5+2,30386701.40,0,0,1
2016-09-13,5+1,486020.28,2,0,0
2016-09-13,5+0,54002.25,6,0,0
2016-09-13,4+2,4909.29,33,4,0
2016-09-13,4+1,196.61,721,103,0
2016-09-13,4+0,93.75,1512,270,0
2016-09-13,3+2,65.62,1543,193,0
2016-09-13,2+2,20.17,23088,3197,0
2016-09-13,3+1,14.47,30788,4554,0
2016-09-13,3+0,11.87,63123,9066,0
2016-09-13,1+2,10.53,125001,17513,0
2016-09-13,2+1,7.79,457369,65533,0
2016-09-13,2+0,3.95,921219,130217,0
2016-09-16,5+2,39758892.00,1,0,0
2016-09-16,5+1,281165.69,5,2,0
2016-09-16,5+0,26033.86,18,6,0
2016-09-16,4+2,4420.84,53,7,0
2016-09-16,4+1,157.82,1299,274,0
2016-09-16,4+0,71.03,2886,619,0
2016-09-16,3+2,65.49,2236,293,0
2016-09-16,2+2,21.24,31711,4110,0
2016-09-16,3+1,12.72,50649,7754,0
2016-09-16,3+0,9.35,115845,18177,0
2016-09-16,1+2,12.44,152928,18082,0
2016-09-16,2+1,7.80,660389,88838,0
2016-09-16,2+0,3.56,1478993,206205,0
2016-09-20,5+2,15000000.00,0,0,1
2016-09-20,5+1,446188.17,2,0,0
2016-09-20,5+0,59491.75,5,0,0
2016-09-20,4+2,5720.36,26,6,0
2016-09-20,4+1,267.77,486,77,0
2016-09-20,4+0,121.28,1073,158,0
2016-09-20,3+2,69.16,1344,193,0
2016-09-20,2+2,19.07,22413,3263,0
2016-09-20,3+1,16.70,24488,3409,0
2016-09-20,3+0,13.59,50609,7364,0
2016-09-20,1+2,9.63,125378,18152,0
2016-09-20,2+1,8.44,387604,56359,0
2016-09-20,2+0,4.28,780334,116643,0
2016-09-23,5+2,23850387.00,1,0,0
2016-09-23,5+1,221259.65,6,1,0
2016-09-23,5+0,40229.02,11,1,0
2016-09-23,4+2,5268.08,42,4,0
2016-09-23,4+1,232.97,831,107,0
2016-09-23,4+0,123.07,1573,173,0
2016-09-23,3+2,56.83,2433,319,0
2016-09-23,2+2,17.01,37391,5581,0
2016-09-23,3+1,16.21,37525,5036,0
2016-09-23,3+0,14.41,70992,9425,0
2016-09-23,1+2,8.71,206354,30836,0
2016-09-23,2+1,8.52,570692,82021,0
2016-09-23,2+0,4.59,1084325,149983,0
2016-09-27,5+2,17000000.00,0,0,1
2016-09-27,5+1,293260.30,3,0,0
2016-09-27,5+0,29272.99,7,1,0
2016-09-27,4+2,4772.77,21,2,0
2016-09-27,4+1,199.45,536,69,0
2016-09-27,3+2,170.15,877,99,0
2016-09-27,4+0,54.46,1554,245,0
2016-09-27,2+2,28.41,13715,1516,0
2016-09-27,3+1,16.22,25400,3411,0
2016-09-27,3+0,10.80,72147,10333,0
2016-09-27,1+2,15.59,70688,7691,0
2016-09-27,2+1,8.96,368993,48614,0
2016-09-27,2+0,3.99,1018716,140761,0
2016-09-30,5+2,130000000.00,0,0,1
2016-09-30,5+1,404891.93,6,1,0
2016-09-30,5+0,37721.57,15,1,0
2016-09-30,4+2,3294.78,84,2,0
2016-09-30,4+1,194.73,1516,93,0
2016-09-30,3+2,117.96,3493,231,0
2016-09-30,4+0,67.62,3456,253,0
2016-09-30,2+2,21.00,51239,3410,0
2016-09-30,3+1,15.93,71403,5265,0
2016-09-30,3+0,12.73,169033,13733,0
2016-09-30,1+2,11.30,269403,18262,0
2016-09-30,2+1,8.85,1031101,81830,0
2016-09-30,2+0,4.62,2427770,203469,0
2016-10-04,5+2,140796507.10,0,0,1
2016-10-04,5+1,225641.28,7,1,0
2016-10-04,5+0,33443.72,11,2,0
2016-10-04,4+2,3213.24,56,5,0
2016-10-04,4+1,142.70,1345,155,0
2016-10-04,3+2,107.89,2483,230,0
2016-10-04,4+0,54.48,2789,300,0
2016-10-04,2+2,20.43,34247,3218,0
2016-10-04,3+1,12.54,58969,6190,0
2016-10-04,3+0,11.02,126962,13814,0
2016-10-04,1+2,11.45,172852,15462,0
2016-10-04,2+1,7.76,764835,74051,0
2016-10-04,2+0,4.12,1770619,183675,0
2016-10-07,5+2,155533572.00,0,0,1
2016-10-07,5+1,195998.00,11,0,0
2016-10-07,5+0,26429.04,19,1,0
2016-10-07,4+2,3364.62,73,12,0
2016-10-07,4+1,134.01,1955,186,0
2016-10-07,3+2,110.58,3307,357,0
2016-10-07,4+0,39.01,5316,570,0
2016-10-07,2+2,21.94,43532,4129,0
2016-10-07,3+1,13.00,77663,7833,0
2016-10-07,3+0,9.80,194837,20760,0
2016-10-07,1+2,12.07,223669,22297,0
2016-10-07,2+1,7.87,1029488,105474,0
2016-10-07,2+0,3.95,2520927,270509,0
2016-10-11,5+2,168085323.00,1,0,0
2016-10-11,5+1,183627.46,10,2,0
2016-10-11,5+0,35640.77,12,0,0
2016-10-11,4+2,3122.32,67,2,0
2016-10-11,4+1,143.22,1558,103,0
2016-10-11,3+2,110.33,2823,217,0
2016-10-11,4+0,46.09,3832,329,0
2016-10-11,2+2,21.24,38295,3162,0
2016-10-11,3+1,13.51,63646,5102,0
2016-10-11,3+0,10.39,156594,13799,0
2016-10-11,1+2,11.68,196862,16549,0
2016-10-11,2+1,8.01,861521,75057,0
2016-10-11,2+0,4.03,2102915,198166,0
2016-10-14,5+2,17000000.00,0,0,1
2016-10-14,5+1,258506.36,5,0,0
2016-10-14,5+0,21503.24,14,0,0
2016-10-14,4+2,2454.17,60,10,0
2016-10-14,4+1,130.99,1199,188,0
2016-10-14,3+2,103.65,2115,287,0
2016-10-14,4+0,34.42,3612,546,0
2016-10-14,2+2,20.89,27405,3452,0
2016-10-14,3+1,13.06,46352,6163,0
2016-10-14,3+0,8.78,130326,18069,0
2016-10-14,1+2,11.95,135541,17793,0
2016-10-14,2+1,8.01,606634,82193,0
2016-10-14,2+0,3.60,1654340,231095,0
2016-10-18,5+2,26452819.00,0,0,1
2016-10-18,5+1,0.00,0,0,0
2016-10-18,5+0,177605.04,6,1,0
2016-10-18,4+2,1893.59,52,7,0
2016-10-18,4+1,124.44,844,109,0
2016-10-18,3+2,76.87,1907,272,0
2016-10-18,4+0,44.87,1853,275,0
2016-10-18,2+2,14.80,25866,3586,0
2016-10-18,3+1,11.95,33852,4798,0
2016-10-18,3+0,10.37,73828,10571,0
2016-10-18,1+2,8.48,127668,17179,0
2016-10-18,2+1,6.99,464657,64999,0
2016-10-18,2+0,4.00,996771,144503,0
2016-10-21,5+2,39871819.30,0,0,1
2016-10-21,5+1,408989.59,3,0,0
2016-10-21,5+0,28577.50,10,3,0
2016-10-21,4+2,3882.81,36,5,0
2016-10-21,4+1,176.24,846,156,0
2016-10-21,3+2,130.81,1591,209,0
2016-10-21,4+0,65.35,1806,289,0
2016-10-21,2+2,21.79,24943,3534,0
2016-10-21,3+1,15.99,35930,5813,0
2016-10-21,3+0,12.72,85437,13657,0
2016-10-21,1+2,11.99,128187,19188,0
2016-10-21,2+1,8.47,544209,83359,0
2016-10-21,2+0,4.39,1289660,193363,0
2016-10-25,5+2,50108729.00,1,0,0
2016-10-25,5+1,156002.27,6,0,0
2016-10-25,5+0,24223.13,9,0,0
2016-10-25,4+2,2132.68,50,8,0
2016-10-25,4+1,117.74,966,133,0
2016-10-25,3+2,75.31,2108,314,0
2016-10-25,4+0,47.24,1906,243,0
2016-10-25,2+2,15.65,26486,4033,0
2016-10-25,3+1,11.04,39698,5909,0
2016-10-25,3+0,10.52,78814,10061,0
2016-10-25,1+2,9.34,125501,18478,0
2016-10-25,2+1,6.79,517974,77225,0
2016-10-25,2+0,4.14,1042087,135368,0
2016-10-28,5+2,17375733.00,1,1,0
2016-10-28,5+1,317750.66,5,1,0
2016-10-28,5+0,46254.84,8,4,0
2016-10-28,4+2,1616.04,112,21,0
2016-10-28,4+1,144.94,1332,148,0
2016-10-28,3+2,64.36,4187,598,0
2016-10-28,4+0,53.70,2846,332,0
2016-10-28,2+2,12.61,55816,8071,0
2016-10-28,3+1,12.43,59837,7476,0
2016-10-28,3+0,11.04,127410,15123,0
2016-10-28,1+2,7.27,273843,40987,0
2016-10-28,2+1,7.15,834733,106936,0
2016-10-28,2+0,4.17,1759886,215388,0
2016-11-01,5+2,17000000.00,0,0,1
2016-11-01,5+1,245644.50,3,1,0
2016-11-01,5+0,19071.13,9,1,0
2016-11-01,4+2,2209.32,38,10,0
2016-11-01,4+1,144.20,621,101,0
2016-11-01,3+2,85.32,1465,211,0
2016-11-01,4+0,48.35,1466,255,0
2016-11-01,2+2,16.62,19634,2974,0
2016-11-01,3+1,13.33,25885,4031,0
2016-11-01,3+0,11.13,58634,9795,0
2016-11-01,1+2,9.43,97842,14260,0
2016-11-01,2+1,7.73,358325,53840,0
2016-11-01,2+0,4.21,808136,125168,0
2016-11-04,5+2,30088611.30,0,0,1
2016-11-04,5+1,299189.90,4,1,0
2016-11-04,5+0,39819.84,7,1,0
2016-11-04,4+2,2034.92,67,7,0
2016-11-04,4+1,161.22,902,118,0
2016-11-04,3+2,54.83,3702,482,0
2016-11-04,4+0,72.59,1586,200,0
2016-11-04,2+2,8.87,59755,9221,0
2016-11-04,3+1,12.32,45474,5488,0
2016-11-04,3+0,12.99,81630,10299,0
2016-11-04,1+2,5.08,295176,48379,0
2016-11-04,2+1,6.57,683958,92351,0
2016-11-04,2+0,4.40,1254788,168772,0
2016-11-08,5+2,39336342.00,1,0,0
2016-11-08,5+1,845567.89,1,0,0
2016-11-08,5+0,65647.46,3,0,0
2016-11-08,4+2,4013.77,24,8,0
2016-11-08,4+1,177.77,578,93,0
2016-11-08,3+2,97.50,1471,282,0
2016-11-08,4+0,68.01,1196,167,0
2016-11-08,2+2,20.01,18718,2841,0
2016-11-08,3+1,14.40,27485,4324,0
2016-11-08,3+0,13.55,55266,8015,0
2016-11-08,1+2,11.08,95626,13470,0
2016-11-08,2+1,7.70,412673,61357,0
2016-11-08,2+0,4.74,823632,114429,0
2016-11-11,5+2,17000000.00,0,0,1
2016-11-11,5+1,180024.74,6,0,0
2016-11-11,5+0,35939.84,7,0,0
2016-11-11,4+2,3155.25,39,6,0
2016-11-11,4+1,163.25,804,111,0
2016-11-11,3+2,93.76,1954,296,0
2016-11-11,4+0,63.71,1631,228,0
2016-11-11,2+2,16.35,29267,4177,0
2016-11-11,3+1,13.97,36204,5038,0
2016-11-11,3+0,12.93,73994,10217,0
2016-11-11,1+2,8.79,153956,23171,0
2016-11-11,2+1,7.49,542075,83071,0
2016-11-11,2+0,4.50,1106799,166398,0
2016-11-15,5+2,25643916.50,0,0,1
2016-11-15,5+1,395179.05,2,0,0
2016-11-15,5+0,61361.13,3,1,0
2016-11-15,4+2,1637.10,55,4,0
2016-11-15,4+1,165.30,581,61,0
2016-11-15,3+2,63.59,2108,284,0
2016-11-15,4+0,65.15,1167,136,0
2016-11-15,2+2,10.84,32284,4806,0
2016-11-15,3+1,14.23,25998,3242,0
2016-11-15,3+0,14.27,49068,6226,0
2016-11-15,1+2,5.55,178354,28232,0
2016-11-15,2+1,7.75,383252,50334,0
2016-11-15,2+0,4.98,731957,96694,0
2016-11-18,5+2,38149039.20,0,0,1
2016-11-18,5+1,571704.10,2,1,0
2016-11-18,5+0,16644.54,16,2,0
2016-11-18,4+2,2894.70,45,6,0
2016-11-18,4+1,148.12,938,134,0
2016-11-18,3+2,91.39,2122,314,0
2016-11-18,4+0,54.88,2004,283,0
2016-11-18,2+2,16.51,30680,4900,0
2016-11-18,3+1,13.14,40754,5863,0
2016-11-18,3+0,11.74,86263,12084,0
2016-11-18,1+2,9.00,159108,26362,0
2016-11-18,2+1,7.43,578129,84733,0
2016-11-18,2+0,4.33,1219769,175361,0
2016-11-22,5+2,47367562.80,0,0,1
